     Time        Chn     ID          Name                             Event Type    Dir    DLC   Data length   Data                            
 [+] 18.370397   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 00 50 50 50 D0 94 D0         
 [+] 18.370933   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 B8 D0 BD D0 B0 D0 BC         
 [+] 18.371469   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 D0 B8 D1 87 D0 BD D0         
 [+] 18.372018   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 BE D1 81 D1 82 D1 8C         
 [+] 18.372558   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 20 D0 B8 D0 B7 D0 BC         
 [+] 18.373090   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B D0 B5 D0 BD D0 B5 D0         
 [+] 18.373626   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C BD D0 B8 D1 8F 20 D0         
 [+] 18.374171   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D BD D0 B0 20 D0 BF D1         
 [+] 18.374719   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 80 D0 BE D1 82 D0 B8         
 [+] 18.375271   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F D0 B2 D0 BE D0 BF D0         
 [+] 18.375815   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 BE D0 BB D0 BE D0 B6         
 [+] 18.376352   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 D0 BD D0 BE D0 B5 2C         
 [+] 18.376900   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 20 D0 BF D0 B5 D1 80         
 [+] 18.377440   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 D0 B5 D0 B4 D0 BD D0         
 [+] 18.377976   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 B8 D0 B9 20 D1 85 D0         
 [+] 18.378529   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 BE D0 B4 00 50 50 50         
 [+] 18.379065   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 D0 94 D0 B8 D0 BD D0         
 [+] 18.379601   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 B0 D0 BC D0 B8 D1 87         
 [+] 18.380145   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 D0 BD D0 BE D1 81 D1         
 [+] 18.380690   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 82 D1 8C 20 D0 B8 D0         
 [+] 18.381226   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A B7 D0 BC D0 B5 D0 BD         
 [+] 18.381762   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B D0 B5 D0 BD D0 B8 D1         
 [+] 18.382306   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 8F 20 D0 BD D0 B0 20         
 [+] 18.382855   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D D0 BF D1 80 D0 BE D1         
 [+] 18.383395   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 82 D0 B8 D0 B2 D0 BE         
 [+] 18.383943   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F D0 BF D0 BE D0 BB D0         
 [+] 18.384487   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 BE D0 B6 D0 BD D0 BE         
 [+] 18.385028   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 D0 B5 2C 20 D0 B7 D0         
 [+] 18.385560   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 B0 D0 B4 D0 BD D0 B8         
 [+] 18.386100   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 D0 B9 20 D1 85 D0 BE         
 [+] 18.386652   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 D0 B4 00 50 50 50 D0         
 [+] 18.387193   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 94 D0 B8 D0 BD D0 B0         
 [+] 18.387733   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 D0 BC D0 B8 D1 87 D0         
 [+] 18.388281   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 BD D0 BE D1 81 D1 82         
 [+] 18.388821   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 D1 8C 20 50 6F 77 65         
 [+] 18.389358   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 72 73 68 69 66 74 2C         
 [+] 18.389906   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 20 D0 BF D0 B5 D1 80         
 [+] 18.390442   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B D0 B5 D0 B4 D0 BD D0         
 [+] 18.390982   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C B8 D0 B9 20 D1 85 D0         
 [+] 18.391543   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D BE D0 B4 00 50 50 50         
 [+] 18.392087   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E D0 94 D0 B8 D0 BD D0         
 [+] 18.392623   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F B0 D0 BC D0 B8 D1 87         
 [+] 18.393171   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 D0 BD D0 BE D1 81 D1         
 [+] 18.393720   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 82 D1 8C 20 50 6F 77         
 [+] 18.394256   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 65 72 73 68 69 66 74         
 [+] 18.394800   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 2C 20 D0 B7 D0 B0 D0         
 [+] 18.395336   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 B4 D0 BD D0 B8 D0 B9         
 [+] 18.395881   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 20 D1 85 D0 BE D0 B4         
 [+] 18.396437   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 00 50 50 50 43 31 00         
 [+] 18.396981   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 50 43 32 00 50 D0 9C         
 [+] 18.397517   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 D0 B0 D0 BA D1 81 2E         
 [+] 18.398062   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 20 D1 81 D0 BA D0 BE         
 [+] 18.398606   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A D1 80 D0 BE D1 81 D1         
 [+] 18.399154   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B 82 D1 8C 00 50 D0 9D         
 [+] 18.399698   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C D0 B8 D0 B7 D0 BA D0         
 [+] 18.400255   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D BE D0 B5 00 50 50 50         
 [+] 18.400791   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E D0 92 D1 8B D1 81 D0         
 [+] 18.401339   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F BE D0 BA D0 B0 D1 8F         
 [+] 18.401883   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 00 50 D0 A6 D0 B5 D0         
 [+] 18.402416   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 BB D0 B5 D0 B2 D0 B0         
 [+] 18.402960   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 D1 8F 20 D1 81 D0 BA         
 [+] 18.403508   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 D0 BE D1 80 D0 BE D1         
 [+] 18.404060   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 81 D1 82 D1 8C 00 D0         
 [+] 18.404601   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 A8 D0 B5 D1 81 D1 82         
 [+] 18.405137   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 D0 B5 D1 80 D0 BD D1         
 [+] 18.405689   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 8F 00 50 50 50 D0 9E         
 [+] 18.406229   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 D1 81 D1 82 D0 B0 D0         
 [+] 18.406766   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 B2 D1 88 D0 B5 D0 B5         
 [+] 18.407306   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A D1 81 D1 8F 20 D0 B2         
 [+] 18.407842   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B D1 80 D0 B5 D0 BC D1         
 [+] 18.408382   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 8F 00 D0 A1 D0 B1 D1         
 [+] 18.408935   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D 80 D0 BE D1 81 00 50         
 [+] 18.409479   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E D0 97 D0 B0 D0 B4 D0         
 [+] 18.410023   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F B5 D1 80 D0 B6 D0 BA         
 [+] 18.410575   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 D0 B0 20 D1 80 D0 B5         
 [+] 18.411112   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 D0 B3 D0 B5 D0 BD D0         
 [+] 18.411656   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 B5 D1 80 2E 20 D1 84         
 [+] 18.412192   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 D0 B8 D0 BB D1 8C D1         
 [+] 18.412748   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 82 D1 80 D0 B0 20 D0         
 [+] 18.413281   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 B4 D0 B2 D0 B8 D0 B3         
 [+] 18.413825   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 D0 B0 D1 82 D0 B5 D0         
 [+] 18.414365   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 BB D1 8F 00 50 D0 97         
 [+] 18.414913   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 D0 B0 D0 BF D1 83 D1         
 [+] 18.415458   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 81 D1 82 D0 B8 D1 82         
 [+] 18.415998   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A D1 8C 20 D1 80 D0 B5         
 [+] 18.416530   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B D0 B3 D0 B5 D0 BD D0         
 [+] 18.417070   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C B5 D1 80 D0 B0 D1 86         
 [+] 18.417607   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D D0 B8 D1 8E 20 D0 B4         
 [+] 18.418143   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E D0 B2 D0 B8 D0 B3 D0         
 [+] 18.418687   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F B0 D1 82 D0 B5 D0 BB         
 [+] 18.419239   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 D1 8F 20 00 50 50 D0         
 [+] 18.419772   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 9E D0 B1 D1 89 D0 B5         
 [+] 18.420312   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 D0 B5 20 D0 BA D0 BE         
 [+] 18.420848   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 D0 BB 2D D0 B2 D0 BE         
 [+] 18.421392   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 20 D1 87 D0 B0 D1 81         
 [+] 18.421941   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 D0 BE D0 B2 00 50 50         
 [+] 18.422477   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 D0 9D D0 B0 D0 B6 D0         
 [+] 18.423013   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 BC D0 B8 D1 82 D0 B5         
 [+] 18.423565   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 20 4F 4B 00 50 50 D0         
 [+] 18.424102   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 9E D1 82 D0 BC D0 B5         
 [+] 18.424638   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A D0 BD D0 B5 D0 BD D0         
 [+] 18.425194   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B BE 00 50 50 50 4F 4B         
 [+] 18.425754   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 00 50 45 63 6F 00 D0         
 [+] 18.426299   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D A1 D1 80 D0 B5 D0 B4         
 [+] 18.426843   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E D0 BD D0 B5 00 50 50         
 [+] 18.427379   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F 50 D0 9C D0 BE D1 89         
 [+] 18.427927   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 D0 BD D0 BE D1 81 D1         
 [+] 18.428484   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 82 D1 8C 00 50 50 50         
 [+] 18.429024   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 D0 9D D0 B8 D0 B7 D0         
 [+] 18.429568   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 BA D0 BE D0 B5 00 50         
 [+] 18.430104   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 50 50 D0 92 D1 8B D1         
 [+] 18.430653   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 81 D0 BE D0 BA D0 B0         
 [+] 18.431201   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 D1 8F 00 50 54 31 00         
 [+] 18.431749   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 50 6C 2F 31 30 30 20         
 [+] 18.432301   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 6B 6D 00 50 50 50 54         
 [+] 18.432850   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 32 00 50 54 33 00 50         
 [+] 18.433394   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 54 34 00 50 53 52 43         
 [+] 18.433934   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B 31 34 20 73 6F 66 74         
 [+] 18.434482   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 20 76 65 72 20 3A 00         
 [+] 18.435031   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D 50 50 50 4C 69 62 20         
 [+] 18.435575   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 4E 45 4F 20 73 6F 66         
 [+] 18.436115   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F 74 20 76 65 72 20 3A         
 [+] 18.436663   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 00 50 49 2F 4F 20 65         
 [+] 18.437200   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 78 74 2E 20 73 6F 66         
 [+] 18.437744   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 74 20 76 65 72 20 3A         
 [+] 18.438284   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 00 53 68 69 66 74 6C         
 [+] 18.438828   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 65 76 65 72 20 73 6F         
 [+] 18.439373   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 66 74 20 76 65 72 20         
 [+] 18.439925   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 3A 00 50 50 4A 6F 79         
 [+] 18.440461   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 73 74 69 63 6B 20 73         
 [+] 18.440997   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 6F 66 74 20 76 65 72         
 [+] 18.441550   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 20 3A 00 41 72 6D 72         
 [+] 18.442090   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 65 73 74 20 73 6F 66         
 [+] 18.442630   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B 74 20 76 65 72 20 3A         
 [+] 18.443174   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 00 50 43 6C 75 73 74         
 [+] 18.443711   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D 65 72 20 73 6F 66 74         
 [+] 18.444259   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 20 76 65 72 20 3A 00         
 [+] 18.444815   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F 50 6C 00 50 50 41 75         
 [+] 18.445359   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 74 6F 31 31 20 73 6F         
 [+] 18.445896   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 66 74 20 76 65 72 3A         
 [+] 18.446448   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 00 50 50 50 52 48 53         
 [+] 18.446992   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 20 50 61 6E 65 6C 20         
 [+] 18.447528   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 73 6F 66 74 20 76 65         
 [+] 18.448081   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 72 20 3A 00 50 50 50         
 [+] 18.448617   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 43 61 62 20 73 75 73         
 [+] 18.449157   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 70 2E 20 73 6F 66 74         
 [+] 18.449709   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 20 76 65 72 20 3A 00         
 [+] 18.450262   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 50 50 50 46 72 6F 6E         
 [+] 18.450806   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 74 20 6C 6F 61 64 20         
 [+] 18.451342   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B 73 6F 66 74 20 76 65         
 [+] 18.451898   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C 72 20 3A 00 50 50 48         
 [+] 18.452439   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D 56 41 43 20 73 6F 66         
 [+] 18.452983   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 74 20 76 65 72 20 3A         
 [+] 18.453543   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F 00 4F 00 50 50 58 00         
 [+] 18.454087   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 50 50 D0 93 D0 BE D1         
 [+] 18.454632   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 82 D0 BE D0 B2 D0 BE         
 [+] 18.455196   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 00 50 50 50 4F 4E 00         
 [+] 18.455744   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 50 4F 46 46 00 00 50         
 [+] 18.456288   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 50 50 D0 BE D0 B1 2F         
 [+] 18.456825   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 D0 BC D0 B8 D0 BD 00         
 [+] 18.457385   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 46 00 50 50 52 00 50         
 [+] 18.457921   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 50 D0 94 D0 B5 D0 BD         
 [+] 18.458477   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 D1 8C 00 50 50 50 D0         
 [+] 18.459018   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 9D D0 BE D1 87 D1 8C         
 [+] 18.459574   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A 00 50 50 50 D0 90 D0         
 [+] 18.460118   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B B2 D1 82 D0 BE D0 BC         
 [+] 18.460654   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C D0 B0 D1 82 D0 B8 D1         
 [+] 18.461199   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D 87 D0 B5 D1 81 D0 BA         
 [+] 18.461739   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E D0 B0 D1 8F 00 50 50         
 [+] 18.462279   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F 50 D0 9F D0 BE D0 B4         
 [+] 18.462815   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 D1 8A D0 B5 D0 BC 2F         
 [+] 18.463372   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 D0 BE D0 BF D1 83 D1         
 [+] 18.463912   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 81 D0 BA D0 B0 D0 BD         
 [+] 18.464452   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 D0 B8 D0 B5 00 D0 9D         
 [+] 18.464996   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 D0 B0 D0 BA D0 BB D0         
 [+] 18.465541   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 BE D0 BD 20 D0 B2 D0         
 [+] 18.466081   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 B2 D0 B5 D1 80 D1 85         
 [+] 18.466621   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 20 2F 20 D0 B2 D0 BD         
 [+] 18.467165   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 D0 B8 D0 B7 00 50 33         
 [+] 18.467714   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 20 D0 B0 D0 BA D1 82         
 [+] 18.468254   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A D0 B2 D0 BD 2E 00 50         
 [+] 18.468786   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B 50 D0 9A D0 B0 D0 BB         
 [+] 18.469322   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C D0 B8 D0 B1 D1 80 D0         
 [+] 18.469863   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D BE D0 B2 D0 BA D0 B0         
 [+] 18.470403   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E 20 D0 B2 D0 B5 D1 81         
 [+] 18.470955   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F D0 B0 00 50 50 6B 6D         
 [+] 18.471495   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 00 50 D0 90 D0 B2 D1         
 [+] 18.472040   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 82 D0 BE D0 BC D0 B0         
 [+] 18.472584   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 D1 82 D0 B8 D1 87 D0         
 [+] 18.473124   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 B5 D1 81 D0 BA D0 B0         
 [+] 18.473668   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 D1 8F 20 D1 87 D0 B0         
 [+] 18.474213   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 D1 81 D1 82 D0 BE D1         
 [+] 18.474757   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             26 82 D0 B0 20 D0 B2 D1         
 [+] 18.475297   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             27 80 D0 B0 D1 89 D0 B5         
 [+] 18.475833   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             28 D0 BD D0 B8 D1 8F 20         
 [+] 18.476370   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             29 D0 B4 D0 B2 D0 B8 D0         
 [+] 18.476906   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2A B3 D0 B0 D1 82 D0 B5         
 [+] 18.477450   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2B D0 BB D1 8F 00 D0 A0         
 [+] 18.477990   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2C D0 B0 D0 B1 D0 BE D1         
 [+] 18.478539   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2D 87 D0 B5 D0 B5 20 D0         
 [+] 18.479083   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2E BE D0 B1 D0 BE D1 80         
 [+] 18.479631   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             2F D1 83 D0 B4 D0 BE D0         
 [+] 18.480171   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             20 B2 D0 B0 D0 BD D0 B8         
 [+] 18.480712   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             21 D0 B5 00 D0 A1 D1 87         
 [+] 18.481260   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             22 D0 B5 D1 82 D1 87 D0         
 [+] 18.481804   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             23 B8 D0 BA 00 50 D0 A2         
 [+] 18.482344   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             24 D1 80 D0 B8 D0 B3 D0         
 [+] 18.482893   CAN 1   18DA17F9x   KWP2000                          CAN Frame     Rx     8     8             25 B3 D0 B5 D1 80 00 50         
